timestamp,experiment_tag,lambda_AE,lambda_attack,tau_fixed,tau_perc,k_samples,test_stealth,test_exceed_fixed_tau,test_absr,test_impact,test_wgap,False_Alarm_nominal,Attack_Exceed
2026-02-21T13:21:28,truck_model_AE10_ATK3_LG1_LS1_LI1,10,3,0.065771528,0.063493997,4,0.90860735,0.09139265,0.030115494,0.002169115,0.001360356,0.010315925,0
2026-02-21T13:28:20,truck_model_AE150_ATK3_LG1_LS1_LI1,150,3,0.065771528,0.063493997,4,0.974693746,0.025306254,0.023316164,0.001718649,0.000324856,0.010315925,0
2026-02-21T13:16:08,truck_model_AE300_ATK1em03_LG1_LS1_LI1,300,0.001,0.065771528,0.063493997,4,0.981947131,0.018052869,0.021814475,0.001558921,-0.000634726,0.010315925,0
2026-02-21T13:31:59,truck_model_AE300_ATK4_LG1_LS1_LI1,300,4,0.065771528,0.063493997,4,0.981947131,0.018052869,0.021719005,0.001502351,-0.003678605,0.010315925,0
2026-02-21T13:33:26,truck_model_AE350_ATK10_LG1_LS1_LI1,350,10,0.065771528,0.063493997,4,0.978723404,0.021276596,0.022394166,0.001632982,0.002393681,0.010315925,0
2026-02-21T13:32:22,truck_model_AE350_ATK1em03_LG1_LS1_LI1,350,0.001,0.065771528,0.063493997,4,0.993068988,0.006931012,0.018328904,0.00119078,-0.000771763,0.010315925,0
2026-02-21T13:32:33,truck_model_AE350_ATK3_LG1_LS1_LI1,350,3,0.065771528,0.063493997,4,0.991457124,0.008542876,0.019181138,0.001271022,-0.001691761,0.010315925,0
2026-02-21T13:36:27,truck_model_AE450_ATK10_LG1_LS1_LI1,450,10,0.065771528,0.063493997,4,0.994519665,0.005480335,0.018366299,0.001332014,0.000607688,0.010315925,0
2026-02-21T13:38:53,truck_model_AE500_ATK4_LG1_LS1_LI1,500,4,0.065771528,0.063493997,4,0.986460348,0.013539652,0.02011045,0.001416606,0.001007766,0.010315925,0
2026-02-21T13:25:23,truck_model_AE150_ATK0p01_LG1_LS1_LI1,150,0.01,0.065771528,0.063493997,4,0.983236622,0.016763378,0.021094905,0.001363369,-0.002835673,0.010315925,0.000644745
2026-02-21T13:25:17,truck_model_AE150_ATK1em03_LG1_LS1_LI1,150,0.001,0.065771528,0.063493997,4,0.981947131,0.018052869,0.024985466,0.001858316,-0.000789084,0.010315925,0.000644745
2026-02-21T13:31:46,truck_model_AE250_ATK5_LG1_LS1_LI1,250,5,0.065771528,0.063493997,4,0.986621534,0.013378466,0.019351692,0.001333739,-0.000671889,0.010315925,0.000644745
2026-02-21T13:32:52,truck_model_AE350_ATK5_LG1_LS1_LI1,350,5,0.065771528,0.063493997,4,0.984526113,0.015473887,0.021459707,0.001462042,0.003468416,0.010315925,0.000644745
2026-02-21T13:35:24,truck_model_AE400_ATK4_LG1_LS1_LI1,400,4,0.065771528,0.063493997,4,0.968729852,0.031270148,0.025672942,0.001741222,-0.00534333,0.010315925,0.000644745
2026-02-21T13:35:35,truck_model_AE450_ATK0p01_LG1_LS1_LI1,450,0.01,0.065771528,0.063493997,4,0.983397808,0.016602192,0.020119675,0.001465711,-0.004768973,0.010315925,0.000644745
2026-02-21T13:35:53,truck_model_AE450_ATK4_LG1_LS1_LI1,450,4,0.065771528,0.063493997,4,0.977433914,0.022566086,0.02484049,0.001596017,-0.007445659,0.010315925,0.000644745
2026-02-21T13:38:29,truck_model_AE500_ATK0p1_LG1_LS1_LI1,500,0.1,0.065771528,0.063493997,4,0.992746615,0.007253385,0.019956215,0.001348323,-0.001681456,0.010315925,0.000644745
2026-02-21T13:36:26,truck_model_AE500_ATK1em03_LG1_LS1_LI1,500,0.001,0.065771528,0.063493997,4,0.98420374,0.01579626,0.020055904,0.00128445,-0.001379099,0.010315925,0.000644745
2026-02-21T13:25:10,truck_model_AE50_ATK10_LG1_LS1_LI1,50,10,0.065771528,0.063493997,4,0.921985816,0.078014184,0.030122434,0.002262906,-0.005656197,0.010315925,0.001289491
2026-02-21T13:25:16,truck_model_AE100_ATK3_LG1_LS1_LI1,100,3,0.065771528,0.063493997,4,0.949709865,0.050290135,0.027600516,0.001916029,-0.001936566,0.010315925,0.001289491
2026-02-21T13:25:56,truck_model_AE150_ATK1_LG1_LS1_LI1,150,1,0.065771528,0.063493997,4,0.982269504,0.017730496,0.021933263,0.001574153,-0.001961355,0.010315925,0.001289491
2026-02-21T13:28:30,truck_model_AE200_ATK1_LG1_LS1_LI1,200,1,0.065771528,0.063493997,4,0.978884591,0.021115409,0.02278498,0.00156895,-0.003145563,0.010315925,0.001289491
2026-02-21T13:31:38,truck_model_AE250_ATK4_LG1_LS1_LI1,250,4,0.065771528,0.063493997,4,0.962443585,0.037556415,0.025533001,0.001742767,-0.007115648,0.010315925,0.001289491
2026-02-21T13:31:58,truck_model_AE300_ATK0p01_LG1_LS1_LI1,300,0.01,0.065771528,0.063493997,4,0.982591876,0.017408124,0.021369057,0.001470248,-0.000635366,0.010315925,0.001289491
2026-02-21T13:31:58,truck_model_AE300_ATK0p1_LG1_LS1_LI1,300,0.1,0.065771528,0.063493997,4,0.983720181,0.016279819,0.022484618,0.001452458,-0.003949882,0.010315925,0.001289491
2026-02-21T13:28:29,truck_model_AE150_ATK10_LG1_LS1_LI1,150,10,0.065771528,0.063493997,4,0.976950355,0.023049645,0.022297009,0.001603756,0.001358228,0.010315925,0.001934236
